CourseTitle,Section,CrsPBADiv,CrsLvlNum,PCT,NComb,CrsPBADept,Instructors,Hours,RAP,Subject_Label,Workload,CrsPBAColl,Level,NIntrFCQ,AvgInstructor,N,Instruction_Mode,AVG_GRD,Course,AvgCourse,YearTerm,Subject,Honors,Activity_Type
Hearing Science,002,SS,3XXX,"{u'A': 0.38, u'C': 0.21, u'B': 0.38, u'WDRAW': 0.02, u'D': 0, u'F': 0.02, u'DF': 0.02, u'INCOMP': 0.02, u'GRADE': 0.98, u'C_MINUS_OR_BELOW': 0.05}",1,SLHS,"[{u'group': u'1 TTT', u'name': u'GILLEY, PHILLIP M.', u'title': u'ASST PROFESSOR'}]",3,0,"Speech, Language & Hearing Sci","{u'Hrs_Wk': u'7-9', u'Raw': u'3.04'}",AS,Upper,1,5.35,"{u'ENROLL': 44, u'GRADE': 42, u'PASS': 0, u'INCOMP': 1, u'Ret': 34, u'NOCRED': 0, u'EOT': 43}",P  - In Person,3.1,3106,4.82,20141,SLHS,0,LEC - Lecture
Speech Science,001,SS,3XXX,"{u'A': 0.38, u'C': 0.21, u'B': 0.31, u'WDRAW': 0.05, u'D': 0.05, u'F': 0.05, u'DF': 0.1, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.15}",1,SLHS,"[{u'group': u'1 TTT', u'name': u'COADY, JEFFRY A', u'title': u'ASSOCIATE PROFESSOR'}]",3,0,"Speech, Language & Hearing Sci","{u'Hrs_Wk': u'7-9', u'Raw': u'3.27'}",AS,Upper,1,3.88,"{u'ENROLL': 41, u'GRADE': 39, u'PASS': 0, u'INCOMP': 0, u'Ret': 25, u'NOCRED': 0, u'EOT': 39}",P  - In Person,2.86,3116,3.6,20141,SLHS,0,LEC - Lecture
Language Disorders: Child and Adult,001,SS,4XXX,"{u'A': 0.5, u'C': 0.07, u'B': 0.43, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.04}",1,SLHS,"[{u'group': u'1 TTT', u'name': u'KAN, PUI FONG', u'title': u'ASST PROFESSOR'}]",3,0,"Speech, Language & Hearing Sci","{u'Hrs_Wk': u'4-6', u'Raw': u'2.20'}",AS,Upper,1,4.22,"{u'ENROLL': 46, u'GRADE': 46, u'PASS': 0, u'INCOMP': 0, u'Ret': 36, u'NOCRED': 0, u'EOT': 46}",P  - In Person,3.35,4502,4.61,20141,SLHS,0,LEC - Lecture
"Speech Disorders: Voice, Cleft Palate, Motor Disorders, Stuttering",002,SS,4XXX,"{u'A': 0.64, u'C': 0.09, u'B': 0.25, u'WDRAW': 0, u'D': 0.02, u'F': 0, u'DF': 0.02, u'INCOMP': 0.02, u'GRADE': 0.98, u'C_MINUS_OR_BELOW': 0.02}",1,SLHS,"[{u'group': u'3 Supp', u'name': u'CLARK, ANNA', u'title': u'PROFESSIONAL RESEARCH ASST'}]",3,0,"Speech, Language & Hearing Sci","{u'Hrs_Wk': u'7-9', u'Raw': u'2.59'}",AS,Upper,1,4.47,"{u'ENROLL': 45, u'GRADE': 44, u'PASS': 0, u'INCOMP': 1, u'Ret': 37, u'NOCRED': 0, u'EOT': 45}",P  - In Person,3.47,4512,4.51,20141,SLHS,0,LEC - Lecture
Language Development,003,SS,4XXX,"{u'A': 0.41, u'C': 0.07, u'B': 0.48, u'WDRAW': 0.04, u'D': 0.05, u'F': 0, u'DF': 0.05, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.05}",3,SLHS,"[{u'group': u'3 Supp', u'name': u'BOERGER, KARIN MARGARET ALICE', u'title': u'LECTURER'}]",3,0,"Speech, Language & Hearing Sci","{u'Hrs_Wk': u'4-6', u'Raw': u'2.17'}",AS,Upper,1,5.77,"{u'ENROLL': 46, u'GRADE': 44, u'PASS': 0, u'INCOMP': 0, u'Ret': 35, u'NOCRED': 0, u'EOT': 44}",P  - In Person,3.22,4560,5.4,20141,SLHS,0,LEC - Lecture
Audiological Evaluation,002,SS,4XXX,"{u'A': 0.45, u'C': 0.21, u'B': 0.29, u'WDRAW': 0, u'D': 0.02, u'F': 0.02, u'DF': 0.05, u'INCOMP': 0.02, u'GRADE': 0.98, u'C_MINUS_OR_BELOW': 0.12}",1,SLHS,"[{u'group': u'3 Supp', u'name': u'FREDRICKSON, TAMMY L.', u'title': u'ASST PROFESSOR-CLINICAL'}]",3,0,"Speech, Language & Hearing Sci","{u'Hrs_Wk': u'7-9', u'Raw': u'2.65'}",AS,Upper,1,5.51,"{u'ENROLL': 43, u'GRADE': 42, u'PASS': 0, u'INCOMP': 1, u'Ret': 37, u'NOCRED': 0, u'EOT': 43}",P  - In Person,3.09,4704,5.22,20141,SLHS,0,LEC - Lecture
Audiological Rehabilitation,002,SS,4XXX,"{u'A': 0.7, u'C': 0.09, u'B': 0.22, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,SLHS,"[{u'group': u'3 Supp', u'name': u'CLARK, ANNA', u'title': u'PROFESSIONAL RESEARCH ASST'}]",3,0,"Speech, Language & Hearing Sci","{u'Hrs_Wk': u'7-9', u'Raw': u'2.68'}",AS,Upper,1,4.09,"{u'ENROLL': 46, u'GRADE': 46, u'PASS': 0, u'INCOMP': 0, u'Ret': 33, u'NOCRED': 0, u'EOT': 46}",P  - In Person,3.59,4714,4.18,20141,SLHS,0,LEC - Lecture
Introduction to Clinical Practice,002,SS,4XXX,"{u'A': 0.85, u'C': 0, u'B': 0.15, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0.02, u'GRADE': 0.97, u'C_MINUS_OR_BELOW': 0}",1,SLHS,"[{u'group': u'3 Supp', u'name': u'BROOKE, JUDITH M', u'title': u'ASST PROFESSOR-CLINICAL'}]",2,0,"Speech, Language & Hearing Sci","{u'Hrs_Wk': u'7-9', u'Raw': u'2.56'}",AS,Upper,1,4.97,"{u'ENROLL': 40, u'GRADE': 39, u'PASS': 0, u'INCOMP': 1, u'Ret': 33, u'NOCRED': 0, u'EOT': 40}",P  - In Person,3.8,4918,4.67,20141,SLHS,0,LEC - Lecture
Internship: Speech-Language Intervention,803,SS,4XXX,"{u'A': 1, u'C': 0, u'B': 0, u'WDRAW': 0.05, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0.21, u'GRADE': 0.79, u'C_MINUS_OR_BELOW': 0}",1,SLHS,"[{u'group': u'3 Supp', u'name': u'SEDEY, ALLISON LEE', u'title': u'ACADEMIC SERVICES SENIOR PROF'}]",2,1,"Speech, Language & Hearing Sci","{u'Hrs_Wk': u'', u'Raw': u''}",AS,Upper,,,"{u'ENROLL': 20, u'GRADE': 15, u'PASS': 0, u'INCOMP': 4, u'Ret': u'', u'NOCRED': 0, u'EOT': 19}",P  - In Person,3.98,4938,,20141,SLHS,0,INT - Internship
SLHS Research Methods 1,001,SS,5XXX,"{u'A': 0.92, u'C': 0, u'B': 0.08, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0.08, u'GRADE': 0.92, u'C_MINUS_OR_BELOW': 0}",1,SLHS,"[{u'group': u'1 TTT', u'name': u'KAN, PUI FONG', u'title': u'ASST PROFESSOR'}]",2,0,"Speech, Language & Hearing Sci","{u'Hrs_Wk': u'4-6', u'Raw': u'2.47'}",AS,Masters,1,4.88,"{u'ENROLL': 26, u'GRADE': 24, u'PASS': 0, u'INCOMP': 2, u'Ret': 24, u'NOCRED': 0, u'EOT': 26}",P  - In Person,3.9,5000,4.08,20141,SLHS,0,LEC - Lecture
Dysphagia,002,SS,5XXX,"{u'A': 1, u'C': 0, u'B': 0, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,SLHS,"[{u'group': u'3 Supp', u'name': u'STAMM, ALLISON PAIGE', u'title': u'LECTURER'}]",3,0,"Speech, Language & Hearing Sci","{u'Hrs_Wk': u'4-6', u'Raw': u'2.38'}",AS,Masters,1,5.44,"{u'ENROLL': 34, u'GRADE': 34, u'PASS': 0, u'INCOMP': 0, u'Ret': 32, u'NOCRED': 0, u'EOT': 34}",P  - In Person,4,5262,5.31,20141,SLHS,0,SEM - Seminar
Acquired Cognitive Disorders,003,SS,5XXX,"{u'A': 0.87, u'C': 0, u'B': 0.1, u'WDRAW': 0, u'D': 0.03, u'F': 0, u'DF': 0.03, u'INCOMP': 0.06, u'GRADE': 0.94, u'C_MINUS_OR_BELOW': 0.03}",1,SLHS,"[{u'group': u'3 Supp', u'name': u'HARDIN, KATHRYN THERESA YAREMA', u'title': u'ASST PROFESSOR-CLINICAL'}]",3,0,"Speech, Language & Hearing Sci","{u'Hrs_Wk': u'7-9', u'Raw': u'2.93'}",AS,Masters,1,5.77,"{u'ENROLL': 32, u'GRADE': 30, u'PASS': 0, u'INCOMP': 2, u'Ret': 31, u'NOCRED': 0, u'EOT': 32}",P  - In Person,3.69,5282,5.52,20141,SLHS,0,SEM - Seminar
Learning Disabilities,002,SS,5XXX,"{u'A': 1, u'C': 0, u'B': 0, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0.06, u'GRADE': 0.94, u'C_MINUS_OR_BELOW': 0}",1,SLHS,"[{u'group': u'3 Supp', u'name': u'WHITNEY, ANNE B', u'title': u'PROFESSOR-CLINICAL'}]",3,0,"Speech, Language & Hearing Sci","{u'Hrs_Wk': u'4-6', u'Raw': u'2.48'}",AS,Masters,1,5.37,"{u'ENROLL': 32, u'GRADE': 30, u'PASS': 0, u'INCOMP': 2, u'Ret': 30, u'NOCRED': 0, u'EOT': 32}",P  - In Person,3.98,5612,4.8,20141,SLHS,0,LEC - Lecture
Advanced Hearing Science,001,SS,6XXX,"{u'A': 0.77, u'C': 0, u'B': 0.23, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,SLHS,"[{u'group': u'1 TTT', u'name': u'AREHART, KATHRYN H', u'title': u'PROFESSOR'}]",3,0,"Speech, Language & Hearing Sci","{u'Hrs_Wk': u'10-12', u'Raw': u'4.20'}",AS,Masters,1,5.54,"{u'ENROLL': 13, u'GRADE': 13, u'PASS': 0, u'INCOMP': 0, u'Ret': 13, u'NOCRED': 0, u'EOT': 13}",P  - In Person,3.68,6006,4.92,20141,SLHS,0,LEC - Lecture
Auditory Processes: Child Assessment,001,SS,6XXX,"{u'A': 0.67, u'C': 0, u'B': 0.33, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,SLHS,"[{u'group': u'1 TTT', u'name': u'SHARMA, ANU', u'title': u'PROFESSOR'}]",3,0,"Speech, Language & Hearing Sci","{u'Hrs_Wk': u'7-9', u'Raw': u'2.75'}",AS,Masters,1,6,"{u'ENROLL': 12, u'GRADE': 12, u'PASS': 0, u'INCOMP': 0, u'Ret': 12, u'NOCRED': 0, u'EOT': 12}",P  - In Person,3.69,6554,5.92,20141,SLHS,0,SEM - Seminar
Counseling and Professional Ethics,002,SS,6XXX,"{u'A': 0.63, u'C': 0, u'B': 0.37, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,SLHS,"[{u'group': u'1 TTT', u'name': u'YOSHINAGA-ITANO, CHRISTINE', u'title': u'PROFESSOR'}]",2,0,"Speech, Language & Hearing Sci","{u'Hrs_Wk': u'7-9', u'Raw': u'2.70'}",AS,Masters,1,2.6,"{u'ENROLL': 19, u'GRADE': 19, u'PASS': 0, u'INCOMP': 0, u'Ret': 10, u'NOCRED': 0, u'EOT': 19}",P  - In Person,3.55,6650,2.7,20141,SLHS,0,SEM - Seminar
Multicultural Issues in SLHS and Communication Theory,002,SS,6XXX,"{u'A': 0.63, u'C': 0, u'B': 0.37, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,SLHS,"[{u'group': u'1 TTT', u'name': u'YOSHINAGA-ITANO, CHRISTINE', u'title': u'PROFESSOR'}]",1,0,"Speech, Language & Hearing Sci","{u'Hrs_Wk': u'7-9', u'Raw': u'2.80'}",AS,Masters,1,2.5,"{u'ENROLL': 19, u'GRADE': 19, u'PASS': 0, u'INCOMP': 0, u'Ret': 10, u'NOCRED': 0, u'EOT': 19}",P  - In Person,3.55,6660,2.3,20141,SLHS,0,SEM - Seminar
Practicum 2: Speech-Language-Learning Internship,801,SS,6XXX,"{u'A': 0.92, u'C': 0, u'B': 0.08, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0.11, u'GRADE': 0.89, u'C_MINUS_OR_BELOW': 0}",1,SLHS,"[{u'group': u'3 Supp', u'name': u'MOORE, SUSAN M', u'title': u'PROFESSOR-CLINICAL'}]",7,1,"Speech, Language & Hearing Sci","{u'Hrs_Wk': u'', u'Raw': u''}",AS,Masters,,,"{u'ENROLL': 27, u'GRADE': 24, u'PASS': 0, u'INCOMP': 3, u'Ret': u'', u'NOCRED': 0, u'EOT': 27}",P  - In Person,3.92,6918,,20141,SLHS,0,PRA - Practicum
Practicum 2: Public School Internship,800,SS,6XXX,"{u'A': 1, u'C': 0, u'B': 0, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,SLHS,"[{u'group': u'3 Supp', u'name': u'MOORE, SUSAN M', u'title': u'PROFESSOR-CLINICAL'}]",7,1,"Speech, Language & Hearing Sci","{u'Hrs_Wk': u'', u'Raw': u''}",AS,Masters,,,"{u'ENROLL': 12, u'GRADE': 12, u'PASS': 0, u'INCOMP': 0, u'Ret': u'', u'NOCRED': 0, u'EOT': 12}",P  - In Person,4,6928,,20141,SLHS,0,PRA - Practicum
Practicum 2: Public School Internship,801,SS,6XXX,"{u'A': 1, u'C': 0, u'B': 0, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0.13, u'GRADE': 0.87, u'C_MINUS_OR_BELOW': 0}",1,SLHS,"[{u'group': u'3 Supp', u'name': u'MOORE, SUSAN M', u'title': u'PROFESSOR-CLINICAL'}]",7,1,"Speech, Language & Hearing Sci","{u'Hrs_Wk': u'', u'Raw': u''}",AS,Masters,,,"{u'ENROLL': 15, u'GRADE': 13, u'PASS': 0, u'INCOMP': 2, u'Ret': u'', u'NOCRED': 0, u'EOT': 15}",P  - In Person,4,6928,,20141,SLHS,0,PRA - Practicum
Research Designs in Human Communication Sciences and Disorders,003,SS,7XXX,"{u'A': 0.54, u'C': 0, u'B': 0.46, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,SLHS,"[{u'group': u'1 TTT', u'name': u'SCHICK, BRENDA', u'title': u'PROFESSOR'}]",3,0,"Speech, Language & Hearing Sci","{u'Hrs_Wk': u'7-9', u'Raw': u'3.00'}",AS,Doctoral,1,5.62,"{u'ENROLL': 13, u'GRADE': 13, u'PASS': 0, u'INCOMP': 0, u'Ret': 13, u'NOCRED': 0, u'EOT': 13}",P  - In Person,3.63,7000,4.92,20141,SLHS,0,SEM - Seminar
"Business, Management and Ethics in Audiology",002,SS,7XXX,"{u'A': 0.84, u'C': 0, u'B': 0.16, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,SLHS,"[{u'group': u'3 Supp', u'name': u'TRAYNOR, ROBERT MAURICE', u'title': u'LECTURER'}]",3,0,"Speech, Language & Hearing Sci","{u'Hrs_Wk': u'7-9', u'Raw': u'2.79'}",AS,Doctoral,1,5.19,"{u'ENROLL': 19, u'GRADE': 19, u'PASS': 0, u'INCOMP': 0, u'Ret': 16, u'NOCRED': 0, u'EOT': 19}",P  - In Person,3.84,7200,4.19,20141,SLHS,0,SEM - Seminar
Mgmt and Prev of Noise and Noise Induced Hearing Loss,001,SS,7XXX,"{u'A': 1, u'C': 0, u'B': 0, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,SLHS,"[{u'group': u'1 TTT', u'name': u'GILLEY, PHILLIP M.', u'title': u'ASST PROFESSOR'}]",2,0,"Speech, Language & Hearing Sci","{u'Hrs_Wk': u'4-6', u'Raw': u'1.88'}",AS,Doctoral,1,5.89,"{u'ENROLL': 19, u'GRADE': 19, u'PASS': 0, u'INCOMP': 0, u'Ret': 18, u'NOCRED': 0, u'EOT': 19}",P  - In Person,4,7550,5.44,20141,SLHS,0,SEM - Seminar
Audiometric Instrumentation and Calibration,001,SS,7XXX,"{u'A': 1, u'C': 0, u'B': 0, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,SLHS,"[{u'group': u'1 TTT', u'name': u'GILLEY, PHILLIP M.', u'title': u'ASST PROFESSOR'}]",1,0,"Speech, Language & Hearing Sci","{u'Hrs_Wk': u'4-6', u'Raw': u'1.63'}",AS,Doctoral,1,5.76,"{u'ENROLL': 19, u'GRADE': 19, u'PASS': 0, u'INCOMP': 0, u'Ret': 18, u'NOCRED': 0, u'EOT': 19}",P  - In Person,4,7554,5.05,20141,SLHS,0,LEC - Lecture
Introduction to Sociology,001,SS,1XXX,"{u'A': 0.3, u'C': 0.3, u'B': 0.31, u'WDRAW': 0.04, u'D': 0.06, u'F': 0.04, u'DF': 0.1, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.18}",1,SOCY,"[{u'group': u'1 TTT', u'name': u'RADELET, MICHAEL L', u'title': u'PROFESSOR'}]",3,0,Sociology,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.12'}",AS,Lower,1,5.35,"{u'ENROLL': 74, u'GRADE': 71, u'PASS': 0, u'INCOMP': 0, u'Ret': 64, u'NOCRED': 0, u'EOT': 71}",P  - In Person,2.75,1001,4.94,20141,SOCY,0,LEC - Lecture
Introduction to Sociology,100,SS,1XXX,"{u'A': 0.18, u'C': 0.33, u'B': 0.32, u'WDRAW': 0.03, u'D': 0.1, u'F': 0.07, u'DF': 0.17, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.27}",1,SOCY,"[{u'group': u'2 Other reg', u'name': u'HAFFEY, MICHAEL', u'title': u'INSTRUCTOR'}]",3,0,Sociology,"{u'Hrs_Wk': u'4-6', u'Raw': u'1.98'}",AS,Lower,1,3.65,"{u'ENROLL': 291, u'GRADE': 282, u'PASS': 0, u'INCOMP': 0, u'Ret': 151, u'NOCRED': 0, u'EOT': 282}",P  - In Person,2.36,1001,3.67,20141,SOCY,0,LEC - Lecture
Introduction to Sociology,219,SS,1XXX,"{u'A': 0.29, u'C': 0.12, u'B': 0.47, u'WDRAW': 0, u'D': 0.12, u'F': 0, u'DF': 0.12, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.12}",1,SOCY,"[{u'group': u'3 Supp', u'name': u'KAHL, KRISTINA N', u'title': u'LECTURER'}]",3,0,Sociology,"{u'Hrs_Wk': u'', u'Raw': u''}",AS,Lower,,,"{u'ENROLL': 17, u'GRADE': 17, u'PASS': 0, u'INCOMP': 0, u'Ret': u'', u'NOCRED': 0, u'EOT': 17}",P  - In Person,2.91,1001,,20141,SOCY,0,LEC - Lecture
Deviance in U.S. Society,001,SS,1XXX,"{u'A': 0.41, u'C': 0.14, u'B': 0.41, u'WDRAW': 0.02, u'D': 0, u'F': 0.03, u'DF': 0.03, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.06}",1,SOCY,"[{u'group': u'4 TA Cred', u'name': u'DALESSANDRO, CRISTEN NICOLE', u'title': u'GRAD PART-TIME INSTRUCTOR'}]",3,0,Sociology,"{u'Hrs_Wk': u'4-6', u'Raw': u'1.69'}",AS,Lower,1,5.06,"{u'ENROLL': 64, u'GRADE': 63, u'PASS': 0, u'INCOMP': 0, u'Ret': 48, u'NOCRED': 0, u'EOT': 63}",P  - In Person,3.13,1004,4.75,20141,SOCY,0,LEC - Lecture
Deviance in U.S. Society,100,SS,1XXX,"{u'A': 0.18, u'C': 0.26, u'B': 0.46, u'WDRAW': 0.07, u'D': 0.04, u'F': 0.07, u'DF': 0.11, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.16}",1,SOCY,"[{u'group': u'1 TTT', u'name': u'ADLER, PATTI', u'title': u'PROFESSOR'}]",3,0,Sociology,"{u'Hrs_Wk': u'', u'Raw': u''}",AS,Lower,1,,"{u'ENROLL': 441, u'GRADE': 411, u'PASS': 0, u'INCOMP': 0, u'Ret': 0, u'NOCRED': 0, u'EOT': 412}",P  - In Person,2.61,1004,,20141,SOCY,0,LEC - Lecture
Deviance in U.S. Society,250,SS,1XXX,"{u'A': 0.19, u'C': 0.13, u'B': 0.56, u'WDRAW': 0.06, u'D': 0, u'F': 0.13, u'DF': 0.13, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.13}",1,SOCY,"[{u'group': u'3 Supp', u'name': u'WATTERWORTH, EARLE JAY', u'title': u'LECTURER'}]",3,0,Sociology,"{u'Hrs_Wk': u'', u'Raw': u''}",AS,Lower,,,"{u'ENROLL': 17, u'GRADE': 16, u'PASS': 0, u'INCOMP': 0, u'Ret': u'', u'NOCRED': 0, u'EOT': 16}",P  - In Person,2.57,1004,,20141,SOCY,0,LEC - Lecture
The Social Construction of Sexuality,002,SS,1XXX,"{u'A': 0.16, u'C': 0.26, u'B': 0.53, u'WDRAW': 0.02, u'D': 0.05, u'F': 0, u'DF': 0.05, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.08}",2,SOCY,"[{u'group': u'4 TA Cred', u'name': u'DENARDO, DANIELLE RENEE', u'title': u'GRAD PART-TIME INSTRUCTOR'}]",3,0,Sociology,"{u'Hrs_Wk': u'', u'Raw': u''}",AS,Lower,1,,"{u'ENROLL': 39, u'GRADE': 38, u'PASS': 0, u'INCOMP': 0, u'Ret': 0, u'NOCRED': 0, u'EOT': 38}",P  - In Person,2.71,1006,,20141,SOCY,0,LEC - Lecture
The Social Construction of Sexuality,100,SS,1XXX,"{u'A': 0.08, u'C': 0.3, u'B': 0.54, u'WDRAW': 0, u'D': 0.08, u'F': 0, u'DF': 0.08, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.11}",2,SOCY,"[{u'group': u'2 Other reg', u'name': u'BROWN, MATTHEW C', u'title': u'INSTRUCTOR'}]",3,0,Sociology,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.00'}",AS,Lower,1,5.5,"{u'ENROLL': 37, u'GRADE': 37, u'PASS': 0, u'INCOMP': 0, u'Ret': 24, u'NOCRED': 0, u'EOT': 37}",P  - In Person,2.58,1006,5.21,20141,SOCY,0,LEC - Lecture
The Social Construction of Sexuality,200,SS,1XXX,"{u'A': 0.13, u'C': 0.26, u'B': 0.59, u'WDRAW': 0, u'D': 0, u'F': 0.03, u'DF': 0.03, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.05}",2,SOCY,"[{u'group': u'2 Other reg', u'name': u'WALDEN, GLENDA D', u'title': u'INSTRUCTOR'}]",3,0,Sociology,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.48'}",AS,Lower,1,5.61,"{u'ENROLL': 39, u'GRADE': 39, u'PASS': 0, u'INCOMP': 0, u'Ret': 32, u'NOCRED': 0, u'EOT': 39}",P  - In Person,2.73,1006,5.42,20141,SOCY,0,LEC - Lecture
"Sex, Gender, and Society 1",001,SS,1XXX,"{u'A': 0.1, u'C': 0.21, u'B': 0.68, u'WDRAW': 0.02, u'D': 0.02, u'F': 0, u'DF': 0.02, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.06}",2,SOCY,"[{u'group': u'4 TA Cred', u'name': u'VERMILYA, JENNY REESE', u'title': u'GRAD PART-TIME INSTRUCTOR'}]",3,0,Sociology,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.41'}",AS,Lower,1,5.23,"{u'ENROLL': 63, u'GRADE': 62, u'PASS': 0, u'INCOMP': 0, u'Ret': 52, u'NOCRED': 0, u'EOT': 62}",P  - In Person,2.85,1016,4.92,20141,SOCY,0,LEC - Lecture
"Sex, Gender, and Society 1",002,SS,1XXX,"{u'A': 0.24, u'C': 0.26, u'B': 0.42, u'WDRAW': 0.01, u'D': 0.06, u'F': 0.02, u'DF': 0.08, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.16}",2,SOCY,"[{u'group': u'1 TTT', u'name': u'MOJOLA, SANYU AMIMO', u'title': u'ASST PROFESSOR'}]",3,0,Sociology,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.26'}",AS,Lower,1,5.06,"{u'ENROLL': 91, u'GRADE': 90, u'PASS': 0, u'INCOMP': 0, u'Ret': 64, u'NOCRED': 0, u'EOT': 90}",P  - In Person,2.78,1016,4.52,20141,SOCY,0,LEC - Lecture
"Sex, Gender, and Society 1",100,SS,1XXX,"{u'A': 0.35, u'C': 0.23, u'B': 0.34, u'WDRAW': 0.02, u'D': 0.04, u'F': 0.03, u'DF': 0.08, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.14}",3,SOCY,"[{u'group': u'1 TTT', u'name': u'BAIR, JENNIFER LYNN', u'title': u'ASSOCIATE PROFESSOR'}]",3,0,Sociology,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.28'}",AS,Lower,1,5.27,"{u'ENROLL': 95, u'GRADE': 93, u'PASS': 0, u'INCOMP': 0, u'Ret': 72, u'NOCRED': 0, u'EOT': 93}",P  - In Person,2.93,1016,4.76,20141,SOCY,0,LEC - Lecture
"Sex, Gender, and Society 1",300,SS,1XXX,"{u'A': 0.16, u'C': 0.29, u'B': 0.47, u'WDRAW': 0.04, u'D': 0.01, u'F': 0.07, u'DF': 0.08, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.13}",2,SOCY,"[{u'group': u'1 TTT', u'name': u'BAIR, JENNIFER LYNN', u'title': u'ASSOCIATE PROFESSOR'}]",3,0,Sociology,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.34'}",AS,Lower,1,5.48,"{u'ENROLL': 78, u'GRADE': 75, u'PASS': 0, u'INCOMP': 0, u'Ret': 47, u'NOCRED': 0, u'EOT': 75}",P  - In Person,2.64,1016,4.96,20141,SOCY,0,LEC - Lecture
